MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice,logSalePrice,TotalSF,HasAlley,Neighborhood_ord,Conditions_vals,Age,Roof_ord,Bsmt_ord_sum,TotalBath
90,RL,64.0,7018,4,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,Gable,CompShg,HdBoard,HdBoard,NA,0.0,3,3,Slab,0,0,0,0,0.0,0.0,0.0,3,1,2228,0.0,2,0,6,2,3,8,Typ,0,Detchd,1,2.0,720.0,3,3,73,0,0,0,0,6,2009,WD ,Alloca,147983,11.904859438794041,2228.0,0,2.0,1,30,1,0,2.0
90,RL,64.0,7018,4,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,Gable,CompShg,HdBoard,HdBoard,NA,0.0,3,3,Slab,0,0,0,0,0.0,0.0,0.0,3,1,1535,0.0,2,0,4,2,3,8,Typ,0,Attchd,1,2.0,400.0,3,3,0,0,0,0,1,6,2009,WD ,Alloca,118858,11.685693195625964,1535.0,0,2.0,1,30,1,0,2.0
90,RL,64.0,7018,4,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,Gable,CompShg,Plywood,Plywood,NA,0.0,3,3,Slab,0,0,0,0,0.0,0.0,0.0,3,1,1535,0.0,2,0,4,2,3,8,Typ,0,Attchd,1,2.0,400.0,3,3,0,0,0,0,0,6,2009,WD ,Alloca,118858,11.685693195625964,1535.0,0,2.0,1,30,1,0,2.0
90,RL,64.0,7018,4,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,Gable,CompShg,Plywood,Plywood,NA,0.0,3,3,Slab,0,0,0,0,0.0,0.0,0.0,3,1,2240,0.0,2,0,6,2,3,12,Typ,0,Detchd,1,2.0,528.0,3,3,154,0,0,0,0,6,2009,WD ,Alloca,142953,11.870278179170796,2240.0,0,2.0,1,30,1,0,2.0
90,RL,64.0,7040,4,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,Gable,CompShg,Plywood,Plywood,BrkFace,216.0,3,3,CBlock,4,3,4,6,1094.0,0.0,1094.0,3,1,1229,2.0,0,2,2,2,4,6,Typ,1,Detchd,1,2.0,672.0,3,3,120,0,0,0,0,6,2009,WD ,Alloca,148325,11.907167833055912,2323.0,0,2.0,1,30,1,48,4.0
90,RL,64.0,7007,4,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,Gable,CompShg,HdBoard,HdBoard,NA,0.0,3,3,Slab,0,0,0,0,0.0,0.0,0.0,3,1,1513,0.0,2,0,4,2,3,8,Typ,0,Attchd,1,2.0,400.0,3,3,0,0,0,0,0,6,2009,WD ,Alloca,113722,11.641520946000865,1513.0,0,2.0,1,30,1,0,2.0
90,RL,65.1647564469914,11855,4,Lvl,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,7,5,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,3,3,PConc,5,3,1,6,820.0,348.0,1168.0,5,1,2787,2.0,4,2,6,2,3,8,Typ,1,BuiltIn,3,4.0,820.0,3,3,312,0,0,0,0,10,2009,WD ,Normal,269500,12.504327379899443,3955.0,0,2.0,1,9,2,15,8.0
90,RL,65.1647564469914,7939,4,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,3,3,PConc,5,3,1,6,820.0,348.0,1168.0,5,1,2787,2.0,4,2,6,2,3,8,Typ,1,BuiltIn,3,4.0,820.0,3,3,312,0,0,0,0,10,2009,WD ,Normal,269500,12.504327379899443,3955.0,0,2.0,1,9,2,15,8.0
90,RL,65.1647564469914,7976,4,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,3,3,PConc,5,3,1,6,820.0,348.0,1168.0,5,1,2787,2.0,4,2,6,2,3,8,Typ,1,BuiltIn,3,4.0,820.0,3,3,312,0,0,0,0,10,2009,WD ,Normal,269500,12.504327379899443,3955.0,0,2.0,1,9,2,15,8.0
20,RL,84.0,10933,4,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2009,Hip,CompShg,VinylSd,VinylSd,Stone,242.0,5,3,PConc,5,3,5,6,1021.0,534.0,1555.0,5,1,1680,1.0,1,1,1,1,5,8,Typ,1,Attchd,3,3.0,1138.0,3,3,185,1,0,0,0,7,2009,New,Partial,323262,12.686221512376097,3235.0,0,3.0,1,0,2,75,3.0
20,RL,56.98571428571429,10637,4,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,4,3,PConc,5,3,5,6,1288.0,417.0,1705.0,5,1,1718,1.0,2,0,3,1,4,7,Typ,1,Attchd,2,3.0,826.0,3,3,208,1,0,0,0,9,2009,WD ,Normal,297000,12.601490784782536,3423.0,0,3.0,1,1,2,75,3.0
20,RL,61.0,10226,3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,4,3,PConc,5,3,5,1,0.0,1622.0,1622.0,5,1,1630,1.0,2,0,3,1,5,8,Typ,1,Attchd,2,3.0,860.0,3,3,172,1,0,0,0,1,2009,WD ,Normal,295493,12.596403811053621,3252.0,0,3.0,1,1,1,75,3.0
20,RL,65.0,10816,3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,Gable,CompShg,VinylSd,VinylSd,Stone,364.0,5,3,PConc,5,3,5,6,1104.0,616.0,1720.0,5,1,1720,1.0,2,0,3,1,5,8,Typ,1,Attchd,2,3.0,846.0,3,3,208,1,0,0,0,11,2009,WD ,Normal,332000,12.712893259942282,3440.0,0,3.0,1,1,1,75,3.0
20,RL,71.0,9178,4,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,4,1,0.0,1468.0,1468.0,5,1,1468,0.0,2,0,3,1,4,6,Typ,1,Attchd,2,3.0,904.0,3,3,192,1,0,0,0,6,2009,WD ,Normal,239900,12.3879816172226,2936.0,0,3.0,1,1,1,48,2.0
60,RL,68.0,10769,3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,4,6,20.0,846.0,866.0,5,1,1768,0.0,2,1,3,1,4,7,Typ,0,Attchd,2,2.0,578.0,3,3,144,1,0,0,0,4,2009,WD ,Normal,212000,12.264346270624157,2634.0,0,3.0,1,2,1,48,3.0
20,RL,77.0,11422,3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,Hip,CompShg,VinylSd,VinylSd,Stone,352.0,4,3,PConc,5,3,4,6,1359.0,479.0,1838.0,5,1,1838,1.0,2,0,3,1,4,7,Typ,1,Attchd,2,2.0,524.0,3,3,154,1,0,0,0,4,2009,WD ,Normal,272500,12.515397562803473,3676.0,0,3.0,1,1,2,60,3.0
20,RL,72.30699774266365,11923,3,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2007,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,5,3,1,1,0.0,1800.0,1800.0,5,1,1800,0.0,2,0,2,1,5,7,Typ,0,Attchd,3,2.0,702.0,3,3,288,1,0,0,0,5,2009,WD ,Normal,239000,12.384223015005313,3600.0,0,3.0,1,2,1,15,2.0
20,RL,68.0,8814,4,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,4,3,PConc,4,3,1,6,1334.0,270.0,1604.0,5,1,1604,1.0,2,1,3,1,4,8,Typ,1,Attchd,2,2.0,660.0,3,3,123,1,0,0,0,3,2009,WD ,Abnorml,220000,12.301387370778713,3208.0,0,3.0,1,3,1,12,4.0
20,RL,64.0,6762,4,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,4,6,902.0,380.0,1282.0,5,1,1290,1.0,2,0,2,1,4,6,Typ,1,Attchd,2,2.0,662.0,3,3,168,0,0,0,0,5,2009,WD ,Normal,200000,12.206077645517674,2572.0,0,3.0,1,2,1,48,3.0
20,RL,95.0,10324,3,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,4,3,PConc,4,3,4,6,872.0,382.0,1254.0,5,1,1254,1.0,2,0,2,1,4,5,Typ,0,Attchd,2,3.0,810.0,3,3,168,1,0,0,0,3,2009,WD ,Normal,221800,12.309535862454515,2508.0,0,3.0,1,1,1,48,3.0
20,RL,64.0,7314,4,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,4,3,PConc,4,3,4,6,724.0,508.0,1232.0,5,1,1232,1.0,2,0,2,1,4,6,Typ,0,Attchd,2,2.0,632.0,3,3,132,0,0,0,0,2,2009,WD ,Normal,194500,12.178192583415596,2464.0,0,3.0,1,2,1,48,3.0
20,RL,78.0,11645,4,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,5,3,5,6,24.0,1474.0,1498.0,5,1,1498,0.0,2,0,3,1,4,7,Typ,1,Attchd,3,3.0,844.0,3,3,144,1,0,0,0,3,2009,WD ,Normal,237000,12.37581963951765,2996.0,0,3.0,1,3,1,75,2.0
60,RL,56.98571428571429,11646,3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,4,1,0.0,704.0,704.0,5,1,1422,0.0,2,1,3,1,4,7,Typ,1,Attchd,3,2.0,440.0,3,3,36,1,0,0,0,7,2009,WD ,Normal,173000,12.06105265381003,2126.0,0,3.0,1,3,1,48,3.0
80,RL,65.1647564469914,12800,4,Low,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,4,3,PConc,4,3,5,6,1518.0,0.0,1518.0,4,1,1644,1.0,2,0,2,1,4,5,Typ,1,Attchd,3,2.0,569.0,3,3,80,0,0,396,0,8,2009,WD ,Normal,275000,12.524530013005734,3162.0,0,2.0,1,20,1,60,4.0
60,RL,56.98571428571429,16698,3,HLS,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1993,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,4,6,800.0,649.0,1449.0,4,1,1759,1.0,2,1,3,1,4,7,Typ,1,Attchd,1,2.0,525.0,3,3,150,1,0,0,0,6,2009,WD ,Normal,233500,12.360941638737165,3208.0,0,2.0,1,16,1,48,4.0
20,RL,82.0,12464,2,Low,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,4,PConc,4,3,1,6,732.0,308.0,1040.0,4,1,1040,1.0,1,0,3,1,4,6,Typ,0,Detchd,1,2.0,576.0,3,3,168,0,0,0,1,11,2009,WD ,Normal,152000,11.931642378754141,2080.0,0,3.0,1,13,1,12,2.0
20,RL,65.0,9757,4,Low,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,4,PConc,3,3,1,5,755.0,235.0,990.0,5,1,990,1.0,1,0,3,1,3,5,Typ,0,Attchd,2,1.0,440.0,3,3,66,0,0,92,0,10,2009,WD ,Normal,143000,11.870606902224587,1980.0,0,3.0,1,15,1,9,2.0
60,RL,65.0,15426,3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,PConc,4,3,1,6,821.0,107.0,928.0,5,1,1764,1.0,2,1,3,1,4,7,Typ,0,Attchd,2,2.0,470.0,3,3,276,1,0,0,1,8,2009,WD ,Normal,231500,12.352339472153524,2692.0,0,3.0,1,12,1,12,4.0
60,RL,43.0,10667,2,Lvl,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,4,6,385.0,70.0,799.0,5,1,1661,1.0,2,1,3,1,4,6,Typ,1,Attchd,2,2.0,550.0,3,3,158,1,0,0,0,4,2009,ConLw,Normal,212000,12.264346270624157,2460.0,0,3.0,2,13,1,48,4.0
20,RL,65.0,14753,2,Low,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,7,5,1998,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,PConc,4,3,3,6,950.0,513.0,1463.0,5,1,1463,1.0,2,0,3,1,3,5,Typ,0,Attchd,3,2.0,539.0,3,3,0,1,0,0,1,12,2009,WD ,Normal,207000,12.240478903153711,2926.0,0,3.0,2,11,1,36,3.0
20,RL,72.30699774266365,10859,4,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,PConc,4,3,1,1,0.0,1097.0,1097.0,5,1,1097,0.0,1,1,3,1,3,6,Typ,0,Attchd,1,2.0,672.0,3,3,392,1,0,0,0,6,2009,WD ,Normal,145000,11.884495917930655,2194.0,0,3.0,1,14,1,12,2.0
20,RL,60.0,8072,4,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,4,PConc,4,4,1,5,746.0,244.0,990.0,5,1,990,1.0,1,0,3,1,3,5,Typ,0,Detchd,1,2.0,480.0,3,3,0,1,0,0,0,5,2009,WD ,Normal,138000,11.835016210489899,1980.0,0,3.0,1,14,1,16,2.0
60,RL,80.0,10400,4,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,PConc,4,3,4,1,0.0,866.0,866.0,5,1,1779,0.0,2,1,3,1,4,6,Typ,0,Attchd,2,2.0,546.0,3,3,198,1,0,0,0,3,2009,WD ,Normal,197900,12.19552218463499,2645.0,0,3.0,1,11,1,48,3.0
20,RL,78.0,10335,3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,4,3,5,6,679.0,811.0,1490.0,5,1,1501,1.0,2,0,3,1,4,6,Typ,0,Attchd,2,2.0,577.0,3,3,144,1,0,0,0,6,2009,WD ,Normal,204000,12.225880174775122,2991.0,0,3.0,1,10,1,60,3.0
20,RL,68.0,9017,3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,4,6,560.0,871.0,1431.0,5,1,1431,1.0,2,0,3,1,4,6,Typ,0,Attchd,3,2.0,666.0,3,3,0,1,0,0,0,9,2009,WD ,Normal,192000,12.165255859329688,2862.0,0,3.0,1,10,1,48,3.0
60,RL,70.0,8750,4,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,3,3,PConc,4,3,1,6,606.0,322.0,928.0,5,1,1772,1.0,2,1,3,1,3,7,Typ,1,Attchd,2,2.0,492.0,3,3,150,1,0,0,0,4,2009,WD ,Normal,200000,12.206077645517674,2700.0,0,3.0,1,11,1,12,4.0
60,RL,68.0,8935,3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,4,3,PConc,4,3,1,1,0.0,831.0,831.0,5,1,1660,0.0,2,1,3,1,4,7,Typ,0,Attchd,2,2.0,493.0,3,3,144,1,0,0,0,7,2009,WD ,Normal,195000,12.180759965737863,2491.0,0,3.0,1,7,1,12,3.0
20,RL,67.0,9808,3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,4,3,PConc,4,3,1,6,788.0,785.0,1573.0,5,1,1573,1.0,2,0,3,1,4,6,Typ,0,Attchd,2,2.0,544.0,3,3,0,1,0,0,0,3,2009,WD ,Normal,227000,12.33270970174018,3146.0,0,3.0,1,7,1,12,3.0
60,RL,56.98571428571429,12420,4,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,1,6,666.0,278.0,944.0,5,1,1840,1.0,2,1,3,1,4,6,Typ,0,Attchd,2,2.0,622.0,3,3,0,1,0,0,0,6,2009,WD ,Normal,230000,12.345838935721968,2784.0,0,3.0,1,8,1,12,4.0
20,RL,67.0,16285,2,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,1,1,0.0,1413.0,1413.0,5,1,1430,0.0,2,0,3,1,4,6,Typ,0,Attchd,2,2.0,605.0,3,3,0,1,0,0,0,6,2009,WD ,Normal,187100,12.139403856983334,2843.0,0,3.0,1,7,1,12,2.0
20,RL,65.0,10739,3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,4,3,PConc,4,3,1,6,1259.0,172.0,1431.0,5,1,1444,1.0,2,0,3,1,4,6,Typ,0,Attchd,2,2.0,577.0,3,3,144,1,0,0,0,4,2009,WD ,Normal,203000,12.220966184120165,2875.0,0,3.0,1,8,1,12,3.0
20,RL,75.0,11166,4,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,4,3,PConc,4,3,3,6,24.0,1468.0,1492.0,5,1,1492,0.0,2,0,3,1,4,6,Typ,1,Attchd,2,2.0,608.0,3,3,0,1,0,168,0,7,2009,WD ,Family,201000,12.211065162153215,2984.0,0,3.0,1,8,1,36,2.0
20,RL,60.0,8430,4,HLS,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,3,3,CBlock,4,3,1,3,616.0,424.0,1040.0,3,1,1040,0.0,2,0,3,1,3,5,Typ,0,NA,0,0.0,0.0,0,0,0,0,0,0,0,8,2009,WD ,Normal,124000,11.728044909070785,2080.0,0,3.0,1,31,1,12,2.0
20,RL,56.98571428571429,16269,3,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,3,BrkTil,4,3,4,6,625.0,282.0,907.0,3,1,907,0.0,1,0,3,1,3,5,Typ,0,Attchd,1,1.0,343.0,3,3,72,0,0,0,1,7,2009,WD ,Normal,140000,11.849404844423074,1814.0,0,3.0,1,31,1,48,1.0
20,RL,76.0,6950,3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,40.0,3,3,CBlock,3,3,1,5,710.0,132.0,914.0,3,1,914,1.0,1,0,2,1,3,5,Typ,0,Attchd,1,2.0,444.0,3,3,0,0,0,0,0,10,2009,WD ,Normal,134900,11.812296455066814,1828.0,0,3.0,1,30,1,9,2.0
20,RL,61.0,8800,3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,2008,Gable,CompShg,HdBoard,HdBoard,NA,0.0,3,3,CBlock,4,3,3,2,532.0,364.0,1040.0,3,1,1040,0.0,2,0,3,1,4,5,Typ,0,Detchd,1,2.0,484.0,3,3,0,0,0,288,0,9,2009,WD ,Normal,150500,11.921725007667265,2080.0,0,3.0,1,1,1,36,2.0
20,RL,56.98571428571429,7000,3,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,4,4,CBlock,3,3,1,5,646.0,218.0,864.0,5,1,864,1.0,1,0,3,1,3,6,Typ,0,Attchd,1,1.0,336.0,3,3,0,0,0,0,1,7,2009,WD ,Normal,136500,11.824087219587643,1728.0,0,3.0,1,4,1,9,2.0
20,RL,56.98571428571429,9286,3,Lvl,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1989,Gable,CompShg,HdBoard,Plywood,NA,0.0,3,3,CBlock,4,4,4,5,196.0,1072.0,1268.0,3,1,1268,0.0,1,1,3,1,4,5,Typ,0,Detchd,1,1.0,252.0,3,3,173,0,0,0,0,10,2009,WD ,Normal,143500,11.874097282798648,2536.0,0,3.0,1,20,1,64,2.0
20,RL,36.0,15523,3,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,Gable,CompShg,HdBoard,Plywood,NA,0.0,3,3,CBlock,3,3,4,4,460.0,404.0,864.0,5,1,864,1.0,1,0,3,1,3,5,Typ,1,Attchd,1,1.0,338.0,3,3,0,0,0,0,0,8,2009,WD ,Normal,133500,11.80186424743109,1728.0,0,3.0,1,37,1,36,2.0
20,RL,60.0,7200,4,Low,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,Hip,CompShg,MetalSd,MetalSd,NA,0.0,3,3,CBlock,3,3,4,3,777.0,117.0,894.0,3,1,894,0.0,1,0,2,1,3,6,Typ,0,Detchd,2,2.0,600.0,3,3,215,0,0,0,0,9,2009,WD ,Normal,123000,11.719947764402807,1788.0,0,3.0,1,37,2,36,1.0
85,RL,60.0,7200,4,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,8,2003,Gable,CompShg,WdShing,HdBoard,NA,0.0,3,4,CBlock,4,3,4,6,660.0,108.0,768.0,4,1,768,0.0,1,0,2,1,3,5,Typ,0,Detchd,3,1.0,396.0,3,3,192,0,0,0,1,4,2009,WD ,Normal,133900,11.804855999911272,1536.0,0,3.0,1,6,1,48,2.0
85,RL,70.0,8445,4,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,7,2007,Gable,CompShg,HdBoard,Wd Shng,NA,0.0,3,3,CBlock,4,3,4,6,656.0,112.0,768.0,3,1,768,1.0,1,0,2,1,3,5,Typ,0,Detchd,1,2.0,396.0,3,3,58,0,0,0,1,3,2009,WD ,Normal,133000,11.798111925972618,1536.0,0,3.0,1,2,1,48,2.0
20,RL,90.0,11664,4,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,Hip,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,4,6,1234.0,335.0,1569.0,5,1,1611,1.0,2,0,3,1,4,6,Typ,0,Attchd,2,3.0,1231.0,3,3,262,1,0,0,0,9,2009,WD ,Normal,250000,12.429220196836383,3180.0,0,3.0,1,7,2,48,3.0
60,RL,72.30699774266365,12334,3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,198.0,4,3,PConc,4,3,4,1,0.0,1068.0,1068.0,5,1,2184,0.0,2,1,4,1,4,8,Typ,1,BuiltIn,2,2.0,570.0,3,3,192,1,0,0,0,6,2009,WD ,Normal,254750,12.448041876494342,3252.0,0,3.0,1,6,1,48,3.0
20,RL,65.1647564469914,11838,4,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,Hip,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,4,1,0.0,1753.0,1753.0,5,1,1788,0.0,2,0,3,1,5,7,Typ,1,Attchd,2,2.0,522.0,3,3,202,1,0,0,0,6,2009,WD ,Normal,236500,12.373707715234994,3541.0,0,3.0,1,8,2,48,2.0
60,RL,65.1647564469914,11885,4,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,4,3,PConc,4,3,4,6,990.0,309.0,1299.0,5,1,1872,1.0,2,1,3,1,5,7,Typ,1,BuiltIn,2,2.0,531.0,3,3,160,1,0,0,0,11,2009,WD ,Normal,261500,12.474193386571581,3171.0,0,3.0,1,8,1,48,4.0
60,RL,65.1647564469914,11050,4,Lvl,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,4,3,PConc,5,3,3,6,904.0,536.0,1440.0,5,1,2153,1.0,2,1,3,1,5,8,Typ,1,Attchd,3,3.0,736.0,3,3,253,1,0,0,0,5,2009,WD ,Normal,313000,12.653961664405365,3593.0,0,3.0,2,9,2,45,4.0
60,RL,70.0,8749,4,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,1,1,0.0,840.0,840.0,5,1,1725,0.0,2,1,3,1,4,6,Typ,0,Attchd,2,2.0,550.0,3,3,0,1,0,0,0,11,2009,WD ,Normal,198500,12.198549416880068,2565.0,0,3.0,1,7,1,12,3.0
60,RL,76.45487364620939,11250,4,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,1,1,0.0,944.0,944.0,5,1,1870,0.0,2,1,3,1,4,6,Typ,0,Attchd,2,2.0,608.0,3,3,256,1,0,0,0,5,2009,WD ,Normal,211000,12.259618151783465,2814.0,0,3.0,1,8,1,12,3.0
20,RL,90.0,15750,4,Lvl,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,5,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,4,3,PConc,4,3,5,6,1246.0,216.0,1462.0,5,1,1513,1.0,2,0,2,1,4,5,Typ,1,Attchd,3,2.0,521.0,3,3,135,1,0,0,0,6,2009,WD ,Normal,220000,12.301387370778713,2975.0,0,3.0,1,9,1,60,3.0
